order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDJ09843,2018-06-04,13:04:13,Lunch,TP,"[('Steak', 6), ('Burger', 10), ('Fries', 1)]",592.0,-37.8212572,144.9729969,0,8.017,12.1967088
ORDY04032,2018-01-12,08:20:16,Breakfast,TP,"[('Coffee', 6), ('Cereal', 8)]",213.0,-37.8072938,144.9564787,1,9.243,5.9543676
ORDX02027,2018-10-03,17:07:36,Dinner,BK,"[('Salmon', 8), ('Shrimp', 10)]",868.0,-37.8120246,144.9518268,0,8.595,15.0530262
ORDX05316,2018-09-17,16:37:10,Dinner,,"[('Shrimp', 10), ('Salmon', 10), ('Fish&Chips', 2), ('Pasta', 7)]",1212.5,-37.8079093,144.995935,0,,11.4159969
ORDX05980,2018-02-03,09:00:50,Breakfast,BK,"[('Coffee', 9), ('Cereal', 8), ('Pancake', 2), ('Eggs', 4)]",372.0,-37.8094733,144.9560455,0,8.153,15.2389514
ORDC04910,2018-09-11,16:16:54,Dinner,NS,"[('Pasta', 3), ('Salmon', 4)]",246.5,-37.810432,144.9614358,0,7.66,13.7688291
ORDI05048,2018-08-08,15:16:03,Lunch,NS,"[('Steak', 1), ('Burger', 1), ('Salad', 10)]",248.0,-37.7996134,144.9606742,0,7.032,12.3407424
ORDI07270,2018-09-24,16:47:19,Dinner,NS,"[('Pasta', 10), ('Fish&Chips', 3), ('Salmon', 6)]",626.0,-37.8167053,144.9881955,0,9.047,15.3482619
ORDC06781,2018-03-28,10:52:23,Breakfast,NS,"[('Pancake', 2), ('Coffee', 8), ('Cereal', 8)]",276.5,-37.8113222,145.0005072,0,9.567,14.9996631
ORDX02102,2018-11-09,18:18:35,Dinner,,"[('Pasta', 7), ('Salmon', 3), ('Shrimp', 9)]",801.5,-37.8030328,144.9657936,0,7.548,14.3602282
ORDJ06771,2018-07-17,14:25:21,Lunch,TP,"[('Salad', 10), ('Steak', 8)]",532.0,-37.821006,144.9442801,0,9.263,12.9056498
ORDY10887,2018-01-30,08:50:42,Breakfast,TP,"[('Cereal', 10), ('Coffee', 6), ('Pancake', 8)]",449.0,-37.8081138,144.9768607,0,9.302,11.5943006
ORDX04298,2018-10-19,17:38:01,Dinner,BK,"[('Pasta', 7), ('Fish&Chips', 9)]",507.5,-37.8184925,144.9670821,0,7.573,14.137049
ORDK10953,2018-10-21,17:38:01,Dinner,BK,"[('Salmon', 5), ('Shrimp', 5), ('Pasta', 8), ('Fish&Chips', 7)]",940.0,-37.8234357,144.9702067,0,7.973,
ORDX09647,2018-09-28,16:57:27,Dinner,BK,"[('Salmon', 5), ('Shrimp', 1)]",259.0,-37.8053849,144.94865,0,8.732,
ORDX02008,2018-10-25,17:48:10,Dinner,,"[('Salmon', 5), ('Pasta', 2), ('Fish&Chips', 7)]",505.0,-37.8204902,144.9661112,0,,14.9847662
ORDC08958,2018-11-06,18:18:35,Dinner,NS,"[('Salmon', 9), ('Shrimp', 5), ('Fish&Chips', 1), ('Pasta', 4)]",784.0,-37.8069813,144.9599282,0,7.624,13.8070768
ORDY05357,2018-04-02,11:02:32,Breakfast,TP,"[('Eggs', 7), ('Coffee', 9), ('Cereal', 3), ('Pancake', 4)]",381.5,-37.81309,144.959914,0,8.443,
ORDZ03914,2018-03-19,10:32:06,Breakfast,,"[('Coffee', 6), ('Eggs', 2), ('Cereal', 5), ('Pancake', 10)]",436.5,-37.8150989,144.9522992,0,,13.4655908
ORDZ10482,2018-09-25,16:47:19,Dinner,,"[('Salmon', 7), ('Shrimp', 10)]",827.0,-37.7991259,144.9602851,0,7.195,12.8657974
ORDY04231,2018-10-10,17:17:44,Dinner,TP,"[('Shrimp', 7), ('Fish&Chips', 2)]",448.0,-37.8194584,144.9616502,0,7.95,
ORDJ09423,2018-05-16,12:23:39,Lunch,TP,"[('Chicken', 4), ('Burger', 2)]",190.0,-37.8059281,144.9389586,0,10.586,13.5464964
ORDB05206,2018-10-24,17:48:10,Dinner,,"[('Fish&Chips', 7), ('Shrimp', 4), ('Pasta', 10), ('Salmon', 1)]",777.0,-37.8201538,144.9669628,0,,12.1066746
ORDZ08012,2018-11-25,18:49:00,Dinner,NS,"[('Fish&Chips', 9), ('Pasta', 4), ('Salmon', 6)]",671.0,-37.808762,144.9825991,0,7.876,16.586816
ORDA02741,2018-09-16,16:27:02,Dinner,,"[('Shrimp', 2), ('Salmon', 6), ('Fish&Chips', 9)]",669.0,-37.8039762,144.9644026,0,7.542,17.0152894
ORDX04517,2018-08-20,15:36:20,Lunch,,"[('Fries', 7), ('Chicken', 8)]",340.0,-37.8130519,144.9739889,0,6.817,12.5493079
ORDK00562,2018-06-24,13:44:47,Lunch,BK,"[('Fries', 8), ('Salad', 5), ('Chicken', 4)]",310.0,-37.8059384,144.9748155,0,6.637,14.6212934
ORDC08715,2018-09-22,16:47:19,Dinner,,"[('Pasta', 3), ('Fish&Chips', 9), ('Salmon', 3), ('Shrimp', 8)]",952.5,-37.8240335,144.9737726,0,,17.5487559
ORDC05287,2018-06-20,13:34:38,Lunch,NS,"[('Chicken', 6), ('Steak', 5), ('Fries', 6), ('Burger', 1), ('Salad', 9)]",674.8,-37.8209749,144.957758,0,9.265,15.0305326
ORDB01612,2018-12-01,19:09:17,Dinner,TP,"[('Salmon', 4), ('Fish&Chips', 6)]",374.0,-37.8083191,144.9363986,0,10.529,16.1791115
ORDX00095,2018-03-19,10:32:06,Breakfast,BK,"[('Eggs', 6), ('Coffee', 1), ('Pancake', 9), ('Cereal', 6)]",483.75,-37.8020834,144.947903,0,8.98,13.5776543
ORDJ00825,2018-05-19,12:33:48,Lunch,TP,"[('Fries', 4), ('Salad', 5), ('Steak', 4), ('Burger', 3), ('Chicken', 5)]",567.0,-37.8042161,144.9595444,0,9.235,14.1156675
ORDZ06739,2018-01-05,08:00:00,Breakfast,NS,"[('Eggs', 6), ('Coffee', 8)]",192.0,-37.7995332,144.9600147,1,7.085,5.9550414
ORDC02952,2018-05-08,12:13:31,Lunch,NS,"[('Salad', 5), ('Fries', 4), ('Chicken', 3), ('Steak', 8), ('Burger', 2)]",652.0,-37.8043011,144.9717177,0,6.972,12.0447098
ORDZ06664,2018-09-19,16:37:10,Dinner,NS,"[('Shrimp', 1), ('Pasta', 5), ('Fish&Chips', 3), ('Salmon', 1)]",337.5,-37.81955,144.9723494,0,9.558,15.5432784
ORDX08016,2018-03-07,10:11:49,Breakfast,BK,"[('Coffee', 4), ('Cereal', 6), ('Pancake', 8), ('Eggs', 9)]",548.0,-37.8078997,144.9733817,0,6.496,11.7024916
ORDA02721,2018-07-13,14:25:21,Lunch,BK,"[('Chicken', 4), ('Salad', 10), ('Burger', 7)]",517.0,-37.8174851,145.0052354,0,4.261,9.7520267
ORDY10648,2018-06-26,13:44:47,Lunch,TP,"[('Salad', 9), ('Steak', 8)]",514.8,-37.8221435,144.9567645,0,8.055,11.2453142
ORDX06954,2018-11-01,18:08:27,Dinner,,"[('Pasta', 9), ('Shrimp', 1), ('Salmon', 5), ('Fish&Chips', 7)]",751.5,-37.8253939,144.9808806,0,7.194,14.3400088
ORDA08932,2018-05-12,12:13:31,Lunch,,"[('Fries', 8), ('Chicken', 1), ('Burger', 6), ('Steak', 3)]",449.0,-37.8016567,144.9623374,0,7.947,16.3996329
ORDB09496,2018-09-04,16:06:45,Dinner,TP,"[('Salmon', 8), ('Fish&Chips', 5)]",503.0,-37.8121733,144.938044,0,10.348,14.0468383
ORDX07612,2018-06-10,13:14:21,Lunch,BK,"[('Chicken', 5), ('Steak', 6)]",430.0,-37.8007,144.9926214,0,5.751,13.633786
ORDA06300,2018-09-09,16:16:54,Dinner,,"[('Pasta', 6), ('Salmon', 8), ('Shrimp', 10), ('Fish&Chips', 9)]",1348.0,-37.8098392,144.98912,0,,14.4996865
ORDI11090,2018-12-30,20:00:00,Dinner,NS,"[('Fish&Chips', 10), ('Salmon', 10)]",760.0,-37.8162262,144.9382806,0,9.971,18.1056184
ORDC07522,2018-07-04,14:05:04,Lunch,NS,"[('Chicken', 1), ('Steak', 6)]",302.0,-37.8214441,144.9635867,0,9.039,
ORDX03986,2018-11-03,18:08:27,Dinner,BK,"[('Pasta', 9), ('Shrimp', 3), ('Fish&Chips', 10)]",759.5,-37.8101255,144.9960895,0,4.481,13.6802416
ORDI09426,2018-07-16,14:25:21,Lunch,NS,"[('Salad', 1), ('Burger', 9)]",296.2,-37.8142605,144.9727854,0,7.84,12.9376435
ORDZ05882,2018-11-14,18:28:43,Dinner,NS,"[('Pasta', 9), ('Shrimp', 5), ('Fish&Chips', 5), ('Salmon', 7)]",979.5,-37.8186091,144.9679892,0,8.43,14.0729432
ORDB00563,2018-09-05,16:06:45,Dinner,TP,"[('Pasta', 1), ('Fish&Chips', 1), ('Shrimp', 7)]",440.5,-37.8160985,144.928758,0,11.6,15.1437311
ORDY06758,2018-01-02,08:00:00,Breakfast,TP,"[('Cereal', 1), ('Pancake', 8), ('Eggs', 2)]",259.0,-37.8132802,144.9725408,1,8.736,6.0800955
ORDK04059,2018-08-20,15:36:20,Lunch,,"[('Burger', 6), ('Fries', 8), ('Chicken', 8), ('Salad', 2)]",572.4,-37.8091572,144.9458899,0,,14.8190602
ORDC06027,2018-11-09,18:18:35,Dinner,NS,"[('Shrimp', 9), ('Salmon', 3), ('Fish&Chips', 3), ('Pasta', 7)]",906.5,-37.815388,144.9509803,0,9.017,15.2608743
ORDY05540,2018-02-07,09:10:59,Breakfast,TP,"[('Coffee', 9), ('Cereal', 4), ('Eggs', 6), ('Pancake', 2)]",332.0,-37.8012188,145.0085809,0,12.733,
ORDJ10898,2018-12-20,19:39:43,Dinner,,"[('Salmon', 4), ('Fish&Chips', 2)]",234.0,-37.8097809,144.9481965,0,9.616,13.7586795
ORDC01918,2018-12-31,20:00:00,Dinner,,"[('Shrimp', 5), ('Fish&Chips', 7)]",515.0,-37.8032079,145.0079329,0,9.979,15.9483391
ORDC00083,2018-05-19,12:33:48,Lunch,,"[('Fries', 8), ('Burger', 3)]",189.0,-37.8039764,144.9574981,0,7.619,15.2457879
ORDY01721,2018-10-17,17:38:01,Dinner,,"[('Shrimp', 2), ('Pasta', 10)]",383.0,-37.802861,144.9522012,0,9.851,13.5764252
ORDB09214,2018-01-21,08:30:25,Breakfast,TP,"[('Coffee', 2), ('Pancake', 7)]",184.75,-37.8026458,144.9676549,0,9.692,13.6086831
ORDA05118,2018-09-01,15:56:37,Lunch,BK,"[('Fries', 2), ('Burger', 4), ('Salad', 6), ('Steak', 8), ('Chicken', 9)]",899.2,-37.8167573,144.9542771,0,8.565,17.1545557
ORDX00062,2018-08-30,15:56:37,Lunch,BK,"[('Chicken', 2), ('Steak', 9), ('Burger', 10), ('Fries', 6), ('Salad', 2)]",885.4,-37.8083268,144.9769377,0,6.187,11.9917148
ORDC02881,2018-12-28,20:00:00,Dinner,NS,"[('Salmon', 10), ('Fish&Chips', 10), ('Shrimp', 10), ('Pasta', 8)]",1520.0,-37.8150052,144.9592995,0,5.714,11.376301
ORDB08850,2018-02-25,09:41:24,Breakfast,TP,"[('Pancake', 9), ('Eggs', 7), ('Cereal', 9), ('Coffee', 2)]",576.25,-37.814968,144.9607785,0,8.22,12.5687655
ORDY05759,2018-05-10,12:13:31,Lunch,TP,"[('Steak', 3), ('Burger', 8)]",383.0,-37.8042242,144.9934496,0,10.997,13.9562409
ORDC09702,2018-08-25,15:46:28,Lunch,NS,"[('Fries', 2), ('Burger', 1), ('Chicken', 9)]",343.0,-37.8049363,144.9757789,0,6.977,14.5351295
ORDC02546,2018-07-19,14:35:29,Lunch,NS,"[('Burger', 5), ('Steak', 6), ('Fries', 1), ('Chicken', 10), ('Salad', 10)]",929.0,-37.80061,144.9739192,0,6.475,11.6203383
ORDB00999,2018-08-19,15:36:20,Lunch,,"[('Steak', 8), ('Salad', 3), ('Chicken', 4), ('Burger', 9), ('Fries', 5)]",878.6,-37.8243312,144.9524688,0,8.298,13.245199
ORDZ10773,2018-10-24,17:48:10,Dinner,,"[('Pasta', 10), ('Shrimp', 4), ('Fish&Chips', 5), ('Salmon', 4)]",830.0,-37.8204028,144.9666114,0,,14.8224018
ORDJ06661,2018-06-13,13:24:30,Lunch,TP,"[('Chicken', 7), ('Burger', 7)]",441.0,-37.7992575,144.9895341,0,11.171,14.2415845
ORDC04078,2018-04-24,11:43:05,Breakfast,NS,"[('Pancake', 2), ('Cereal', 7), ('Coffee', 8)]",255.5,-37.8187501,144.9533484,0,9.224,15.1305811
ORDC10657,2018-11-16,18:38:52,Dinner,NS,"[('Shrimp', 8), ('Fish&Chips', 8), ('Salmon', 6)]",958.0,-37.7997702,144.9577335,0,7.252,13.1137441
ORDA03866,2018-10-09,17:17:44,Dinner,BK,"[('Salmon', 3), ('Fish&Chips', 2), ('Pasta', 3), ('Shrimp', 2)]",383.5,-37.8123903,144.951993,0,8.61,15.398699
ORDI03909,2018-01-05,08:00:00,Breakfast,NS,"[('Coffee', 7), ('Pancake', 10), ('Eggs', 3)]",361.0,-37.8111682,144.9402874,1,9.606,7.1803969
ORDK06164,2018-04-24,11:43:05,Breakfast,BK,"[('Coffee', 2), ('Cereal', 9), ('Pancake', 4)]",301.0,-37.8188476,144.9533883,0,8.788,13.7537596
ORDY01890,2018-07-15,14:25:21,Lunch,TP,"[('Salad', 6), ('Fries', 10), ('Chicken', 1), ('Burger', 2), ('Steak', 5)]",542.2,-37.8172963,144.9879749,0,9.62,14.2678859
ORDI08244,2018-01-12,08:20:16,Breakfast,NS,"[('Cereal', 10), ('Pancake', 1)]",234.25,-37.8165934,144.983953,1,8.734,7.2522825
ORDI08041,2018-09-22,16:47:19,Dinner,,"[('Pasta', 7), ('Fish&Chips', 10)]",542.5,-37.8013687,145.0046832,0,,17.1855535
ORDK08705,2018-06-15,13:24:30,Lunch,BK,"[('Salad', 3), ('Fries', 2)]",75.6,-37.815448,144.9665703,0,7.52,13.3965958
ORDC07605,2018-05-24,12:43:56,Lunch,NS,"[('Fries', 4), ('Burger', 8), ('Steak', 6), ('Chicken', 5)]",726.0,-37.8189972,144.9766161,0,8.486,13.9799346
ORDZ06965,2018-02-02,09:00:50,Breakfast,NS,"[('Cereal', 3), ('Coffee', 4)]",93.0,-37.8171028,144.9533445,0,8.96,
ORDA07601,2018-12-03,19:09:17,Dinner,BK,"[('Pasta', 9), ('Fish&Chips', 1), ('Salmon', 5)]",487.5,-37.8138614,145.0146704,0,4.502,11.6971177
ORDJ08109,2018-03-30,10:52:23,Breakfast,TP,"[('Eggs', 2), ('Pancake', 4)]",141.0,-37.8103416,144.9613951,0,8.488,11.4488443
ORDI00957,2018-04-30,11:53:14,Breakfast,NS,"[('Pancake', 6), ('Cereal', 2)]",187.5,-37.8207765,144.9206276,0,11.989,17.6115859
ORDA05885,2018-02-18,09:31:16,Breakfast,,"[('Coffee', 9), ('Cereal', 7), ('Eggs', 8)]",390.5,-37.8079278,145.009984,0,3.682,10.5064212
ORDZ04562,2018-09-19,16:37:10,Dinner,NS,"[('Shrimp', 4), ('Salmon', 5)]",421.0,-37.8140119,144.9560524,0,8.399,13.7932035
ORDK00026,2018-07-12,14:15:12,Lunch,BK,"[('Fries', 5), ('Chicken', 9), ('Burger', 1), ('Salad', 5)]",465.0,-37.8065109,144.9427983,0,9.414,
ORDZ07166,2018-03-10,10:11:49,Breakfast,NS,"[('Coffee', 4), ('Eggs', 5), ('Pancake', 3), ('Cereal', 5)]",317.75,-37.8046123,144.9632233,0,7.111,14.3105212
ORDC03889,2018-11-15,18:28:43,Dinner,NS,"[('Pasta', 5), ('Salmon', 3), ('Fish&Chips', 4), ('Shrimp', 10)]",940.5,-37.8240961,144.9603545,0,10.04,15.8278189
ORDX03731,2018-06-16,13:24:30,Lunch,BK,"[('Salad', 1), ('Burger', 4), ('Fries', 4), ('Chicken', 2), ('Steak', 10)]",703.2,-37.8223963,144.9476342,0,9.282,17.5087305
ORDA05149,2018-09-05,16:06:45,Dinner,BK,"[('Salmon', 2), ('Shrimp', 1), ('Fish&Chips', 1)]",171.0,-37.8164036,144.9284837,0,11.59,18.9905882
ORDA07575,2018-05-15,12:23:39,Lunch,,"[('Burger', 5), ('Steak', 5)]",380.0,-37.8240452,144.9538112,0,,15.0884467
ORDK00726,2018-10-26,17:48:10,Dinner,BK,"[('Shrimp', 4), ('Salmon', 3), ('Pasta', 3), ('Fish&Chips', 8)]",701.5,-37.8088231,144.9662083,0,7.159,13.8860191
ORDJ03145,2018-04-28,11:53:14,Breakfast,TP,"[('Pancake', 9), ('Cereal', 7)]",365.25,-37.818065,144.9799005,0,8.763,13.2068796
ORDK10459,2018-10-27,17:58:18,Dinner,BK,"[('Pasta', 10), ('Salmon', 2)]",357.0,-37.8040734,144.9677909,0,7.286,16.5931102
ORDB01476,2018-03-10,10:11:49,Breakfast,TP,"[('Coffee', 3), ('Eggs', 7), ('Cereal', 8), ('Pancake', 10)]",587.0,-37.8233497,144.9765454,0,8.15,12.2464821
ORDZ02339,2018-12-25,19:49:51,Dinner,NS,"[('Pasta', 7), ('Fish&Chips', 5), ('Shrimp', 5)]",637.5,-37.8248994,144.9567484,0,9.737,16.2113619
ORDJ08471,2018-01-24,08:40:33,Breakfast,TP,"[('Eggs', 6), ('Pancake', 10), ('Coffee', 8)]",434.5,-37.8082181,145.0096288,0,12.258,14.926262
ORDI01567,2018-03-27,10:42:15,Breakfast,NS,"[('Coffee', 8), ('Cereal', 2), ('Eggs', 1), ('Pancake', 7)]",293.75,-37.8210032,144.9552214,0,9.405,14.099939
ORDI03014,2018-02-12,09:21:07,Breakfast,NS,"[('Cereal', 2), ('Pancake', 5), ('Coffee', 10), ('Eggs', 6)]",370.25,-37.8138978,144.9715646,0,7.641,13.0645268
ORDJ06022,2018-05-11,12:13:31,Lunch,,"[('Salad', 4), ('Fries', 7), ('Chicken', 5), ('Burger', 1)]",343.8,-37.8106277,144.9904765,0,,13.204342
ORDC05827,2018-06-02,13:04:13,Lunch,,"[('Fries', 10), ('Burger', 7), ('Salad', 5), ('Steak', 6), ('Chicken', 2)]",757.0,-37.8025533,144.9927413,0,8.223,15.8597937
ORDC02783,2018-08-17,15:26:11,Lunch,NS,"[('Chicken', 1), ('Fries', 8)]",128.0,-37.8092558,144.9915114,0,8.67,13.853824
ORDB06686,2018-02-25,09:41:24,Breakfast,TP,"[('Eggs', 10), ('Coffee', 7), ('Pancake', 3), ('Cereal', 5)]",450.25,-37.8203864,144.9753197,0,8.345,12.2945474
ORDY07231,2018-12-16,19:29:34,Dinner,,"[('Salmon', 10), ('Shrimp', 1)]",464.0,-37.8094446,144.9726421,0,,14.5213895
ORDY10998,2018-02-22,09:41:24,Breakfast,TP,"[('Coffee', 5), ('Eggs', 3), ('Cereal', 8), ('Pancake', 5)]",392.75,-37.8148312,144.937653,0,10.36,13.2122456
ORDA04172,2018-11-04,18:08:27,Dinner,,"[('Fish&Chips', 3), ('Pasta', 6)]",270.0,-37.8101076,144.9448123,0,,18.9175827
ORDB10211,2018-08-24,15:46:28,Lunch,TP,"[('Chicken', 8), ('Burger', 1), ('Fries', 2)]",311.0,-37.8034374,144.9526287,0,9.747,13.6150293
ORDB04960,2018-06-19,13:34:38,Lunch,TP,"[('Fries', 2), ('Chicken', 8), ('Salad', 3), ('Steak', 10), ('Burger', 7)]",998.6,-37.7999032,144.927629,0,11.671,14.7022946
ORDB02497,2018-03-10,10:11:49,Breakfast,TP,"[('Pancake', 1), ('Cereal', 10)]",234.25,-37.8269597,145.0130547,0,11.411,14.9138756
ORDZ03629,2018-10-13,17:27:53,Dinner,NS,"[('Pasta', 4), ('Salmon', 1), ('Shrimp', 7)]",529.0,-37.8211862,144.9554005,0,9.425,17.53467
ORDJ08141,2018-09-01,16:06:45,Dinner,TP,"[('Salmon', 7), ('Pasta', 10), ('Fish&Chips', 8), ('Shrimp', 3)]",1004.0,-37.8151573,144.959592,0,8.316,14.6697376
ORDY06769,2018-06-02,13:04:13,Lunch,TP,"[('Salad', 5), ('Burger', 7)]",303.0,-37.818061,144.9648126,0,7.561,
ORDJ07743,2018-10-13,17:27:53,Dinner,TP,"[('Fish&Chips', 1), ('Pasta', 2), ('Shrimp', 6), ('Salmon', 10)]",824.0,-37.8208463,144.9572681,0,8.019,13.6920955
ORDJ05402,2018-05-28,12:54:05,Lunch,TP,"[('Steak', 4), ('Salad', 1)]",197.2,-37.8001659,145.009744,0,12.937,15.4184767
ORDB11014,2018-01-15,08:20:16,Breakfast,TP,"[('Eggs', 8), ('Coffee', 8)]",236.0,-37.8071621,144.9559662,1,9.232,6.1298567
ORDX01653,2018-02-07,09:10:59,Breakfast,BK,"[('Pancake', 5), ('Eggs', 6), ('Cereal', 8), ('Coffee', 2)]",436.25,-37.7999672,144.9797055,0,6.835,11.1800339
ORDB08167,2018-12-22,19:49:51,Dinner,TP,"[('Shrimp', 4), ('Fish&Chips', 10), ('Pasta', 5)]",703.5,-37.8178428,144.9469395,0,9.358,15.2246041
ORDJ04491,2018-07-28,14:55:46,Lunch,,"[('Steak', 4), ('Burger', 2), ('Salad', 10), ('Chicken', 6)]",606.0,-37.809935,144.9584805,0,8.803,13.3413984
ORDA09673,2018-10-02,17:07:36,Dinner,,"[('Shrimp', 9), ('Fish&Chips', 8), ('Pasta', 6), ('Salmon', 10)]",1341.0,-37.8038482,144.9614349,0,,14.3812999
ORDZ08083,2018-09-25,16:47:19,Dinner,NS,"[('Pasta', 6), ('Fish&Chips', 1), ('Shrimp', 9)]",686.0,-37.8142992,144.998194,0,9.907,15.2788588
ORDI03455,2018-08-26,15:46:28,Lunch,NS,"[('Steak', 1), ('Burger', 9), ('Fries', 1), ('Salad', 6)]",439.2,-37.8111043,144.9691889,0,7.33,14.7706566
ORDX11091,2018-02-15,09:31:16,Breakfast,BK,"[('Pancake', 7), ('Coffee', 5), ('Eggs', 6), ('Cereal', 8)]",507.25,-37.8078975,144.9835946,0,5.72,10.6294329
ORDY09213,2018-10-02,17:07:36,Dinner,TP,"[('Shrimp', 10), ('Salmon', 5), ('Pasta', 4)]",855.0,-37.8038953,144.9617879,0,9.304,13.3133661
ORDC02020,2018-05-11,12:13:31,Lunch,,"[('Salad', 2), ('Steak', 4), ('Fries', 2), ('Chicken', 9)]",526.4,-37.8246959,144.954671,0,10.396,15.9981861
ORDY09449,2018-04-07,11:12:40,Breakfast,TP,"[('Eggs', 6), ('Cereal', 10), ('Coffee', 7), ('Pancake', 2)]",443.0,-37.8173005,145.0132819,0,11.995,15.6172641
ORDK08193,2018-10-18,17:38:01,Dinner,BK,"[('Salmon', 4), ('Pasta', 7), ('Fish&Chips', 10), ('Shrimp', 4)]",922.5,-37.803578,144.9539284,0,8.334,15.1321599
ORDA04031,2018-04-22,11:43:05,Breakfast,BK,"[('Coffee', 6), ('Eggs', 1)]",67.0,-37.8192605,144.9528276,0,8.849,16.5716852
ORDZ03517,2018-09-05,16:06:45,Dinner,NS,"[('Salmon', 4), ('Shrimp', 4), ('Pasta', 8), ('Fish&Chips', 7)]",845.0,-37.8152437,144.9276957,0,10.725,16.5461103
ORDJ05114,2018-08-05,15:05:54,Lunch,TP,"[('Steak', 4), ('Salad', 1), ('Fries', 4), ('Chicken', 10), ('Burger', 5)]",720.2,-37.8132387,144.9516335,0,9.048,13.7036701
ORDA00443,2018-10-26,17:48:10,Dinner,,"[('Salmon', 9), ('Fish&Chips', 7)]",614.0,-37.8078487,144.9743784,0,6.433,13.1350628
ORDY04803,2018-01-15,08:20:16,Breakfast,TP,"[('Pancake', 4), ('Eggs', 2)]",141.0,-37.8180264,144.9485387,1,9.056,5.8055218
ORDY03058,2018-06-01,12:54:05,Lunch,TP,"[('Salad', 2), ('Fries', 3), ('Steak', 7), ('Chicken', 6), ('Burger', 10)]",887.4,-37.7949801,144.9309314,0,11.848,14.7715361
ORDK07661,2018-08-08,15:16:03,Lunch,BK,"[('Fries', 7), ('Chicken', 9), ('Salad', 5)]",458.0,-37.8113891,144.9534946,0,8.372,14.1990449
ORDK01787,2018-04-05,11:02:32,Breakfast,BK,"[('Pancake', 2), ('Cereal', 3), ('Coffee', 10)]",186.5,-37.8179051,144.9514231,0,8.887,14.0967985
ORDK04332,2018-05-09,12:13:31,Lunch,,"[('Burger', 9), ('Fries', 10), ('Chicken', 1), ('Salad', 7)]",551.4,-37.799374,144.9642458,0,8.1,14.0766559
ORDJ01611,2018-01-21,08:30:25,Breakfast,TP,"[('Coffee', 9), ('Pancake', 2)]",116.0,-37.8027201,144.9741767,0,9.833,14.1329473
ORDJ05443,2018-05-06,12:03:22,Lunch,TP,"[('Burger', 6), ('Chicken', 5), ('Salad', 9), ('Fries', 7), ('Steak', 1)]",629.8,-37.8093172,144.9340149,0,10.728,
ORDZ08236,2018-10-21,17:38:01,Dinner,NS,"[('Shrimp', 6), ('Pasta', 4), ('Fish&Chips', 2), ('Salmon', 6)]",750.0,-37.8075181,144.9918088,0,8.473,16.20926
ORDY05694,2018-04-22,11:32:57,Breakfast,TP,"[('Cereal', 10), ('Eggs', 3)]",276.0,-37.8223062,144.9967359,0,10.148,14.3284898
ORDI00437,2018-08-03,15:05:54,Lunch,NS,"[('Chicken', 4), ('Burger', 1)]",159.0,-37.8165878,144.9876587,0,8.997,14.5336134
ORDC00930,2018-04-06,11:02:32,Breakfast,,"[('Eggs', 7), ('Cereal', 10)]",364.0,-37.8121831,145.0131617,0,10.636,15.7721555
ORDC09403,2018-06-22,13:44:47,Lunch,NS,"[('Chicken', 10), ('Fries', 10), ('Burger', 5), ('Steak', 2), ('Salad', 8)]",822.6,-37.8008493,144.9700932,0,6.114,11.5861816
ORDX10014,2018-01-26,08:40:33,Breakfast,,"[('Eggs', 7), ('Cereal', 8), ('Pancake', 6), ('Coffee', 2)]",482.5,-37.8039824,145.0075865,0,5.491,10.0239492
ORDA04272,2018-10-04,17:07:36,Dinner,BK,"[('Salmon', 3), ('Shrimp', 3), ('Pasta', 6)]",450.0,-37.8137444,144.9876194,0,5.569,12.3130723
ORDK10010,2018-12-08,19:19:26,Dinner,BK,"[('Fish&Chips', 6), ('Salmon', 2), ('Pasta', 5)]",429.5,-37.8092777,144.9291463,0,10.719,20.3046647
ORDB06304,2018-06-10,13:14:21,Lunch,TP,"[('Fries', 9), ('Burger', 3), ('Salad', 10), ('Chicken', 10), ('Steak', 3)]",828.0,-37.8242405,144.9867934,0,9.032,13.3693971
ORDX02740,2018-11-30,18:59:09,Dinner,BK,"[('Pasta', 2), ('Salmon', 8), ('Fish&Chips', 5)]",558.0,-37.8021186,145.0040973,0,5.346,12.0718523
ORDK00992,2018-08-01,14:55:46,Lunch,,"[('Steak', 1), ('Burger', 5), ('Fries', 7)]",284.0,-37.805365,144.9735373,0,,12.5798717
ORDK07712,2018-06-04,13:04:13,Lunch,BK,"[('Fries', 10), ('Chicken', 1), ('Salad', 7)]",272.4,-37.8080709,144.9519654,0,8.594,14.587932
ORDK09969,2018-02-21,09:41:24,Breakfast,BK,"[('Coffee', 10), ('Pancake', 9), ('Eggs', 9)]",491.25,-37.8082486,144.99485,0,4.803,9.317107
ORDJ07733,2018-01-07,08:10:08,Breakfast,TP,"[('Pancake', 5), ('Coffee', 8), ('Eggs', 1), ('Cereal', 7)]",350.25,-37.8122993,144.9373433,1,10.684,6.8022707
ORDA01247,2018-06-27,13:54:55,Lunch,BK,"[('Steak', 10), ('Salad', 10), ('Chicken', 5), ('Fries', 3)]",818.0,-37.8248747,144.9848906,0,6.854,12.4180187
ORDB10362,2018-01-19,08:30:25,Breakfast,TP,"[('Eggs', 1), ('Cereal', 9), ('Pancake', 9), ('Coffee', 6)]",474.25,-37.8041429,144.9670209,1,9.469,6.1328172
