ID,Address,Rooms,Type,Price,Date,Bathroom,Car,Landsize,Age,Lattitude,Longtitude
ID935057174,4/13 Sylvester St,2,u,522000.0,8/10/2016,1.0,1.0,161.0,7.0,-37.7204,144.9131
ID557659225,178 Clarendon St,3,h,1430000.0,11/02/2017,1.0,3.0,705.0,49.0,-37.7611,145.0142
ID634994997,28 Papua St,2,h,701000.0,28/05/2016,1.0,2.0,762.0,49.0,-37.7112,145.0861
ID747294842,3/8 Ashted Rd,2,u,636000.0,19/11/2016,1.0,1.0,151.0,49.0,-37.8234,145.1235
ID147092579,144 Duke St,2,h,868000.0,7/11/2016,1.0,4.0,749.0,69.0,-37.7814,144.847
ID439994033,4/11 Spencer St,2,u,370000.0,28/08/2016,1.0,1.0,0.0,59.0,-37.7482,144.908
ID234107549,4/15 Stapley Cr,3,u,451500.0,15/07/2017,1.0,1.0,180.0,54.0,-37.83648,144.86296000000004
ID863230362,8 Grand Bvd,3,h,881100.0,12/08/2017,2.0,4.0,786.0,59.0,-37.72532,145.12488000000005
ID854816733,1 Daisy St,4,h,1360000.0,3/06/2017,2.0,1.0,267.0,3.0,-37.75472,144.92723
ID302614668,2 Augusta Av,4,h,650000.0,19/08/2017,2.0,4.0,688.0,49.0,-37.6714,144.95458
ID261241599,77 Dennis St,3,h,860000.0,7/05/2016,1.0,1.0,213.0,8.0,-37.766,145.0039
ID450323125,402/89 River St,2,u,801000.0,6/08/2016,2.0,1.0,0.0,19.0,-37.8361,144.9966
ID957008172,99 Christmas St,2,h,1575000.0,7/11/2016,1.0,3.0,607.0,74.0,-37.7668,145.0149
ID607618437,57 Newton St,3,h,866000.0,24/09/2016,1.0,2.0,569.0,49.0,-37.7313,145.0224
ID128062384,33 Carthy St,3,h,683000.0,4/06/2016,1.0,2.0,534.0,52.0,-37.8284,144.8355
ID589536326,3/44 Wave St,2,u,695500.0,3/06/2017,1.0,1.0,887.0,46.0,-37.88349,144.98699
ID570485154,4 Vincent St,3,h,1480000.0,7/11/2016,2.0,2.0,697.0,94.0,-37.9269,145.0274
ID878224083,373 Moreland Rd,2,t,770000.0,26/08/2017,1.0,1.0,600.0,49.0,-37.75356,144.9497
ID521910881,37 Epsom Rd,3,h,1050000.0,26/07/2016,1.0,3.0,536.0,9.0,-37.7728,144.9076
ID838837036,11 Maureen St,3,h,944000.0,1/07/2017,1.0,1.0,446.0,59.0,-37.86071,145.1278
ID423055876,403/120 Greville St,2,u,712500.0,28/05/2016,2.0,1.0,0.0,129.0,-37.8493,144.9908
ID747120896,42 Glenair St,3,h,982000.0,18/06/2016,2.0,2.0,652.0,59.0,-37.7629,145.1157
ID895415693,9 Bond St,3,h,735000.0,8/07/2017,1.0,1.0,626.0,69.0,-37.71425,144.95013
ID317677052,41 Bossington St,3,t,800000.0,24/09/2016,1.0,2.0,252.0,69.0,-37.9167,145.0879
ID227680936,17 Ardwick St,3,h,1532000.0,9/09/2017,1.0,2.0,628.0,69.0,-37.92716,145.03778
ID511512536,13/37 Murray Rd,2,h,695000.0,17/06/2017,1.0,1.0,126.0,49.0,-37.90552,145.03087
ID301784782,11 Elphinstone St,3,h,820000.0,12/11/2016,1.0,3.0,440.0,69.0,-37.7937,144.8732
ID303921273,10/38 Kensington Rd,1,u,555000.0,29/07/2017,1.0,1.0,0.0,54.0,-37.83631,145.00181
ID791918354,18 Patricia St,3,h,1020000.0,27/11/2016,1.0,2.0,596.0,59.0,-37.9251,145.0771
ID806597798,24 Kerferd Pl,3,h,1800000.0,10/09/2016,2.0,1.0,90.0,119.0,-37.8421,144.9571
ID876153280,3/30 Shaftsbury St,2,u,451000.0,24/09/2016,1.0,1.0,0.0,49.0,-37.751999999999995,144.954
ID810426918,4/4 St Johns Pde,2,u,610000.0,7/11/2016,1.0,1.0,0.0,59.0,-37.8092,145.0366
ID254059157,3/25 Holloway St,3,u,822500.0,12/11/2016,2.0,3.0,0.0,49.0,-37.9018,145.0477
ID795845607,4/32 Montgomery St,3,u,720000.0,12/08/2017,1.0,1.0,146.0,89.0,-37.75132,145.05331
ID574127291,12 Williamstown Rd,4,h,925000.0,19/11/2016,2.0,1.0,276.0,71.0,-37.8039,144.8849
ID320015550,7 Whitmuir Rd,3,h,1230000.0,25/02/2017,1.0,2.0,676.0,93.0,-37.9161,145.0284
ID482225851,11/368 Dryburgh St,1,u,358000.0,27/11/2016,1.0,1.0,649.0,49.0,-37.7971,144.9448
ID214238175,22 Milliara Gr,8,h,1880000.0,13/05/2017,3.0,3.0,614.0,94.0,-37.9097,145.0161
ID816542929,1/125 Glen Huntly Rd,2,u,630000.0,15/10/2016,1.0,1.0,0.0,59.0,-37.8828,144.9897
ID541982961,2/11 Howe St,2,u,740000.0,6/08/2016,1.0,1.0,161.0,39.0,-37.8955,145.07299999999995
ID933614838,3/71 Oxford St,3,h,950000.0,10/12/2016,2.0,1.0,224.0,8.0,-37.8364,144.8769
ID847913806,30/49 Head St,3,t,1600000.0,27/05/2017,2.0,4.0,0.0,39.0,-37.89168,144.99161999999995
ID340026012,20 Dunbar Ct,3,h,685000.0,3/09/2017,1.0,2.0,888.0,79.0,-37.66075,145.01133000000004
ID945267009,5 North St,3,h,815000.0,15/10/2016,1.0,1.0,0.0,14.0,-37.7333,144.9844
ID354779714,65 Linacre Rd,5,h,3470000.0,12/11/2016,3.0,4.0,670.0,11.0,-37.9427,145.0085
ID981457791,35 Finningley Dr,3,h,695000.0,27/05/2017,1.0,2.0,676.0,39.0,-37.69636,144.88265
ID320395206,13 Delma St,3,h,1510000.0,29/04/2017,1.0,2.0,689.0,49.0,-37.9317,145.0524
ID262936159,16 Reading Cl,3,h,537000.0,15/07/2017,2.0,2.0,640.0,25.0,-37.63799,144.92924
ID576408728,2A Erica St,2,h,1800000.0,27/11/2016,1.0,3.0,716.0,24.0,-37.8213,145.079
ID570684009,9 South Rd,3,h,961000.0,1/07/2017,1.0,2.0,717.0,69.0,-37.72274,144.88002
ID528272378,85 Richardson St,2,h,1455000.0,3/09/2016,1.0,0.0,159.0,119.0,-37.845,144.9538
ID944151932,17 Morang Rd,3,h,3120000.0,28/08/2016,1.0,4.0,677.0,19.0,-37.8224,145.0243
ID382768019,10 Tanami Ct,4,h,1401000.0,6/08/2016,2.0,2.0,617.0,69.0,-37.7582,145.0889
ID700316263,10/18 Tulloch Gr,3,t,655000.0,17/06/2017,2.0,2.0,0.0,17.0,-37.89873,145.15072
ID732494119,22 Alfred St,3,h,1080000.0,18/03/2017,1.0,0.0,234.0,119.0,-37.8051,144.8858
ID368025485,1 Montana St,4,h,2300000.0,6/08/2016,3.0,4.0,1258.0,78.0,-37.8552,145.082
ID937651277,6 Blenheim St,3,h,1193000.0,18/06/2016,1.0,1.0,178.0,99.0,-37.8663,144.9948
ID568327760,130 Tennyson St,2,h,1001000.0,15/10/2016,1.0,2.0,244.0,104.0,-37.7543,144.9307
ID969414824,309 Waverley Rd,5,h,1450000.0,3/06/2017,2.0,2.0,728.0,18.0,-37.88409,145.12368999999995
ID674945070,70 Derinya Dr,4,h,1350000.0,23/09/2017,2.0,2.0,2716.0,59.0,-38.17488,145.1234
ID685132571,638 Hawthorn Rd,4,h,2000000.0,12/08/2017,2.0,2.0,619.0,111.0,-37.90344,145.01856
ID730847490,86 Grieve Pde,3,h,913000.0,3/09/2017,2.0,3.0,530.0,34.0,-37.8614,144.81931
ID177542026,25 Connie St,5,h,950000.0,7/05/2016,2.0,4.0,618.0,69.0,-37.9209,145.0757
ID835349905,94 McConnell St,2,h,1031000.0,8/10/2016,1.0,1.0,163.0,119.0,-37.7929,144.9287
ID142967361,13 Norville St,3,h,1165000.0,12/11/2016,1.0,1.0,732.0,10.0,-37.9334,145.0667
ID356656446,65 Victoria St,2,h,930000.0,6/05/2017,1.0,0.0,275.0,99.0,-37.7424,144.9576
ID223473724,1/2 Dakara Cl,3,u,420000.0,22/07/2017,1.0,1.0,658.0,29.0,-37.64821,144.92526999999995
ID572629163,124 Yarra St,3,h,1876000.0,7/05/2016,2.0,0.0,245.0,109.0,-37.8024,144.9993
ID488681797,13 Horsley St,2,h,910000.0,22/08/2016,1.0,2.0,274.0,49.0,-37.9178,145.0413
ID551305741,14 Finlay St,4,h,1028000.0,25/02/2017,2.0,2.0,431.0,99.0,-37.8186,144.8764
ID242954421,4/25 Jackson St,2,u,400000.0,14/05/2016,1.0,1.0,0.0,49.0,-37.8619,144.976
ID620038429,1 Melva St,4,h,1515000.0,6/05/2017,3.0,2.0,635.0,69.0,-37.9107,145.0745
ID394339725,18 Ash Gr,4,t,1600000.0,3/12/2016,3.0,2.0,812.0,59.0,-37.8864,145.0326
ID705204618,77 Merrett Dr,3,h,1031000.0,26/08/2017,2.0,2.0,333.0,24.0,-37.85927,144.87904
ID479575643,5 Nicholson St,4,h,2920000.0,16/04/2016,3.0,3.0,726.0,49.0,-37.8239,145.0553
ID363952189,21 Henry St,4,t,807000.0,22/05/2016,2.0,2.0,319.0,49.0,-37.7393,144.8648
ID314208552,8 Hodgson Tce,3,h,1205000.0,12/11/2016,1.0,0.0,164.0,119.0,-37.8198,144.9979
ID591000983,3/915 Dandenong Rd,2,t,500000.0,30/07/2016,1.0,1.0,50.0,69.0,-37.8767,145.0469
ID946910393,92A Brees Rd,3,t,660000.0,27/11/2016,2.0,1.0,265.0,39.0,-37.7444,144.8763
ID702806930,2/2 Comeram Ct,2,u,460000.0,1/07/2017,1.0,1.0,241.0,19.0,-37.672309999999996,145.05878
ID876842965,6 Magnolia St,2,h,1280000.0,3/06/2017,1.0,0.0,1670.0,3.0,-37.839,145.22143
ID885734927,1051 North Rd,2,h,677500.0,30/07/2016,1.0,4.0,575.0,69.0,-37.9084,145.0775
ID282473662,5/94 Beach Rd,2,u,525000.0,17/06/2017,1.0,1.0,723.0,39.0,-37.991209999999995,145.06458
ID541722561,3 Diosma Ct,3,h,1155000.0,26/08/2017,2.0,2.0,2405.0,39.0,-38.16457,145.12421
ID509489834,30 Abbott St,5,h,1550000.0,28/05/2016,2.0,0.0,942.0,39.0,-37.7923,145.1029
ID934703459,146 Cornwall Rd,3,h,590000.0,16/07/2016,1.0,1.0,438.0,69.0,-37.7804,144.8425
ID343161363,39 McIlwrick St,4,h,2050000.0,4/03/2017,2.0,1.0,321.0,26.0,-37.8559,144.9948
ID131681232,9/99 Melbourne Rd,2,u,412000.0,25/02/2017,1.0,1.0,0.0,39.0,-37.8586,144.8937
ID431906655,3 Sansom St,4,h,521000.0,1/07/2017,2.0,2.0,978.0,39.0,-37.49642,144.60119
ID777082721,268d Mason St,4,t,847500.0,27/06/2016,3.0,1.0,252.0,59.0,-37.8393,144.8568
ID999593379,76 Daley St,2,h,605000.0,16/09/2017,1.0,6.0,589.0,39.0,-37.69708,144.92967
ID803102605,111 Carpenter St,6,h,2700000.0,4/06/2016,3.0,3.0,0.0,49.0,-37.9081,145.0015
ID612429580,53/39 Dorcas St,3,u,680000.0,22/04/2017,2.0,2.0,0.0,16.0,-37.8309,144.9686
ID758430586,121 Murray Rd,4,h,830000.0,3/06/2017,1.0,2.0,540.0,54.0,-37.73935,145.01516999999996
ID676402556,460 Bell St,2,h,630000.0,29/04/2017,1.0,1.0,319.0,64.0,-37.7442,144.9958
ID640527857,22 Strang St,3,h,555500.0,3/06/2017,2.0,1.0,557.0,48.0,-37.87498,144.69617
ID607022980,12 Havelock St,4,h,1782800.0,10/12/2016,2.0,2.0,804.0,17.0,-37.8516,145.1179
ID300461878,22 Glass St,3,h,1301000.0,3/06/2017,1.0,1.0,163.0,29.0,-37.82434,145.00489
ID300553157,25 Smith St,2,h,1316000.0,18/03/2017,1.0,0.0,215.0,111.0,-37.869,144.9826
ID172092290,4/74 Rutherglen Cr,4,h,635000.0,3/09/2017,2.0,2.0,2679.0,14.0,-37.70207,144.89805
ID719374508,8 Kennedy Pde,4,h,465000.0,26/08/2017,2.0,1.0,417.0,20.0,-37.62273,144.92567
ID794206211,19 Warringal St,4,h,1280000.0,11/03/2017,1.0,2.0,732.0,34.0,-37.7615,145.0897
ID899167410,26 Talbot St,2,h,860000.0,22/08/2016,1.0,0.0,153.0,129.0,-37.7657,144.9574
ID699905436,3 Roper Ct,5,h,805000.0,3/06/2017,2.0,2.0,705.0,29.0,-37.69403,144.79418
ID222643563,1 Dorset St,3,h,1070000.0,8/07/2017,2.0,1.0,839.0,49.0,-37.89813,145.14652
ID208657324,31 Napoleon St,3,h,860000.0,26/07/2016,1.0,2.0,501.0,59.0,-37.7912,144.868
ID485225695,52 Ellsworth Cr,3,t,1280000.0,29/07/2017,2.0,2.0,186.0,5.0,-37.841429999999995,145.08705
ID135829255,3/34 Faversham Rd,3,t,1843000.0,27/06/2016,2.0,2.0,0.0,24.0,-37.8207,145.0854
ID509688205,319/350 Victoria St,2,u,645000.0,7/05/2016,1.0,1.0,0.0,59.0,-37.8055,144.9547
ID348812298,1 Centurion Ct,3,h,600000.0,15/07/2017,1.0,2.0,524.0,49.0,-37.64273,145.03751
ID961913876,641 Inkerman Rd,2,h,1417500.0,27/05/2017,1.0,2.0,307.0,119.0,-37.86906,145.01986000000005
ID585524203,10/4 Poets Gr,1,u,350000.0,8/07/2017,1.0,0.0,0.0,59.0,-37.88111,144.99053999999995
ID600947115,2/4 Collins St,3,u,775000.0,17/09/2016,1.0,1.0,211.0,39.0,-37.8275,145.1232
ID602009963,40 Florence St,4,h,1520000.0,13/05/2017,2.0,3.0,560.0,69.0,-37.8559,144.8764
ID467243283,5 Field St,3,u,1110000.0,16/07/2016,2.0,1.0,299.0,3.0,-37.8891,145.0294
ID688537732,45 Rosedale Rd,4,h,2000000.0,28/08/2016,2.0,4.0,401.0,44.0,-37.8583,145.0726
ID376829526,2/7 Oak St,3,u,660000.0,3/06/2017,1.0,1.0,234.0,24.0,-37.73506,145.03169
ID495266914,18 William St,4,h,1270000.0,28/05/2016,1.0,1.0,352.0,129.0,-37.8059,144.8899
ID207798322,8/2 Douglas St,1,u,462800.0,8/10/2016,1.0,1.0,0.0,49.0,-37.8392,145.00799999999995
ID253736179,173 Raglan St,5,h,1350000.0,24/06/2017,3.0,4.0,525.0,5.0,-37.750170000000004,145.01203999999996
ID383185218,14 Clarence St,2,h,1000000.0,8/07/2017,1.0,0.0,132.0,8.0,-37.78696,144.92556000000005
ID585156257,6 Murumba St,4,h,865000.0,16/09/2017,2.0,2.0,734.0,39.0,-37.6929,145.1272
ID972395590,1/27 Pearl St,3,t,715000.0,27/05/2017,1.0,1.0,178.0,19.0,-37.74731,144.88826
ID577491945,6/17 Pach Rd,3,h,778000.0,8/07/2017,2.0,2.0,306.0,7.0,-37.85605,145.24496000000005
ID658127356,13 Bowen St,2,h,1400000.0,3/09/2017,1.0,0.0,212.0,119.0,-37.85491,145.00373000000005
ID563443341,6/542 Upper Heidelberg Rd,2,u,585000.0,6/08/2016,2.0,1.0,0.0,7.0,-37.7506,145.0574
ID520442647,15 Ada St,4,h,1005800.0,17/06/2017,2.0,2.0,502.0,16.0,-37.92985,145.25184
ID129381292,4/57 Chapel St,1,u,480000.0,27/05/2017,1.0,1.0,0.0,89.0,-37.86305,144.9911
ID971710361,134 Chirnside St,3,h,1155000.0,4/06/2016,2.0,2.0,269.0,104.0,-37.8108,144.8819
ID147974415,3 Mell St,5,h,2170000.0,17/09/2016,1.0,0.0,333.0,49.0,-37.8474,145.0063
ID621433147,22 Bayley Gr,4,h,1880000.0,29/04/2017,2.0,2.0,814.0,54.0,-37.7859,145.12
ID954313434,60 Station St,3,h,1550000.0,1/07/2017,2.0,0.0,478.0,3.0,-37.78022,145.01771000000005
ID191576190,14 Chalmers La,3,h,900000.0,3/12/2016,2.0,2.0,194.0,9.0,-37.8395,144.8787
ID922023722,4 Ida St,3,h,1100000.0,27/06/2016,1.0,1.0,655.0,69.0,-37.7459,144.8906
ID695175475,152 Middleborough Rd,4,h,1100000.0,16/09/2017,3.0,2.0,592.0,2.0,-37.843070000000004,145.13419
ID134292137,7/517 Royal Pde,3,t,850000.0,17/06/2017,1.0,1.0,2429.0,49.0,-37.78033,144.95949
ID791708558,13 McKinley Dr,3,h,460000.0,29/07/2017,2.0,3.0,266.0,19.0,-37.63544,144.93274
ID694591318,6 Brigden Ct,3,h,663500.0,3/06/2017,2.0,1.0,991.0,104.0,-37.65887,145.06253999999996
ID623273402,37 Roxburgh St,3,h,1306000.0,15/07/2017,1.0,0.0,199.0,119.0,-37.77561,144.91695
ID820357084,674 Victoria St,2,h,1266000.0,19/11/2016,1.0,0.0,161.0,59.0,-37.8043,144.9437
ID719566253,78a Allison Rd,2,h,900000.0,15/10/2016,1.0,1.0,198.0,139.0,-37.8824,145.0133
ID307166977,15 Faye St,4,h,1130000.0,27/11/2016,1.0,2.0,638.0,47.0,-37.9378,145.05700000000004
ID246534037,164 Gower St,4,h,900000.0,3/09/2016,2.0,1.0,530.0,79.0,-37.7416,145.016
ID790851892,7 Weigall St,3,h,1500000.0,22/04/2017,1.0,3.0,446.0,79.0,-37.7682,144.9835
ID176991614,3/9 Cormac St,2,t,660000.0,18/03/2017,1.0,1.0,113.0,6.0,-37.7479,145.0153
ID548685224,16/384 Toorak Rd,2,u,550000.0,14/05/2016,1.0,1.0,0.0,49.0,-37.8406,145.0035
ID111893712,16 Riverview Rd,3,h,1890000.0,19/08/2017,2.0,1.0,632.0,79.0,-37.79094,145.07899
ID733544123,86 Prospect Dr,3,h,690000.0,8/10/2016,2.0,2.0,568.0,49.0,-37.7469,144.8526
ID316228636,10 Fenacre St,4,h,1220000.0,22/07/2017,1.0,2.0,750.0,59.0,-37.730509999999995,144.91731000000001
ID747925760,67/337 Station St,2,u,510000.0,27/06/2016,1.0,1.0,0.0,49.0,-37.7634,145.02100000000004
ID864134172,61 Willis St,3,h,829000.0,28/05/2016,2.0,2.0,84.0,13.0,-37.7935,144.9187
ID742352025,17 Irilbarra Rd,4,h,3400000.0,19/11/2016,1.0,4.0,845.0,11.0,-37.8184,145.0702
ID320044014,46 Meredith St,3,h,1335000.0,19/08/2017,1.0,1.0,697.0,39.0,-37.6882,144.92541
ID472700014,1 Alma St,4,h,1436000.0,3/09/2017,3.0,3.0,511.0,97.0,-37.75788,144.90487
ID509414534,66 Roseberry St,3,h,1865000.0,4/03/2017,2.0,2.0,431.0,69.0,-37.8269,145.0496
ID812553606,42 View St,4,h,2200000.0,13/08/2016,2.0,2.0,931.0,89.0,-37.8226,145.1103
ID862084266,110 Baroda St,4,h,1562000.0,15/10/2016,2.0,1.0,621.0,119.0,-37.7778,144.9346
ID877599955,30 Petrie St,3,h,938000.0,3/09/2017,1.0,1.0,972.0,69.0,-38.139540000000004,145.13086
ID615785905,2/212 Roden St,2,t,1055000.0,8/10/2016,1.0,1.0,0.0,10.0,-37.8094,144.9452
ID322401321,3 Waratah Dr,4,h,1201000.0,3/09/2016,2.0,2.0,657.0,41.0,-37.7624,145.1175
ID390474301,311/13 Wellington St,2,u,470000.0,26/07/2016,1.0,1.0,0.0,139.0,-37.8562,144.9844
ID392251250,27 Holloway Cl,3,h,455000.0,17/06/2017,1.0,6.0,639.0,29.0,-37.562909999999995,144.72848
ID895939380,219 Glenlyon Rd,3,h,1330000.0,8/07/2017,2.0,1.0,161.0,129.0,-37.772890000000004,144.97503
ID260674608,313 Millers Rd,4,h,805000.0,22/07/2017,2.0,5.0,562.0,69.0,-37.84384,144.84637
ID736362334,9 Noble Ct,3,t,615000.0,22/07/2017,2.0,1.0,358.0,20.0,-37.79573,144.79311
ID841694740,12 Winston St,3,h,930000.0,29/04/2017,1.0,2.0,660.0,64.0,-37.7851,144.8654
ID251793360,131 Lord St,4,h,3335000.0,3/12/2016,2.0,2.0,319.0,126.0,-37.8244,145.0044
ID318476665,16 Leigh St,3,h,899000.0,10/09/2016,1.0,1.0,583.0,59.0,-37.9312,145.0795
ID439645423,22A Mernda Av,3,h,1508000.0,16/09/2017,2.0,2.0,338.0,8.0,-37.89235,145.04953999999995
ID171399103,12/66 Riddell Pde,2,u,626000.0,17/09/2016,1.0,1.0,1764.0,89.0,-37.8889,145.0043
ID880448472,26 Bardia St,2,h,735000.0,22/07/2017,1.0,4.0,600.0,69.0,-37.74798,145.03765
ID382302570,10 Plover Cl,3,h,634000.0,23/09/2017,1.0,1.0,586.0,59.0,-38.14738,145.16653
ID873626020,398 Wattletree Rd,3,h,1750000.0,22/08/2016,1.0,2.0,562.0,21.0,-37.8657,145.0536
ID537688387,11 Somers St,4,h,1450000.0,12/11/2016,1.0,1.0,567.0,14.0,-37.9149,145.0252
ID521361075,2/67 Staughton Rd,3,h,1375000.0,15/10/2016,2.0,2.0,328.0,29.0,-37.8529,145.0605
ID657869602,7/28 Elm St,1,u,395000.0,1/07/2017,1.0,1.0,910.0,9.0,-37.81333,145.01932
ID214256352,19 Cynga St,3,h,920000.0,27/05/2017,1.0,2.0,693.0,69.0,-37.74528,145.01987
ID796937558,39 Elizabeth St,3,h,930000.0,10/09/2016,1.0,1.0,307.0,99.0,-37.8389,144.8779
ID426605908,38 Warwick Rd,2,h,435000.0,6/08/2016,1.0,4.0,343.0,59.0,-37.7689,144.8402
ID841694740,12 Winston St,3,h,930000.0,29/04/2017,1.0,2.0,660.0,64.0,-37.7851,144.8654
ID831089777,15 Avelin St,4,h,1800000.0,28/05/2016,2.0,1.0,667.0,84.0,-37.9315,145.0109
ID290802792,24 Swallow St,3,h,455000.0,12/08/2017,1.0,1.0,610.0,39.0,-37.88632,144.67582
ID740350985,28 Alfred Rd,4,h,1800000.0,3/12/2016,2.0,2.0,868.0,89.0,-37.8522,145.0893
ID455906372,12 Manfred St,3,h,792000.0,16/09/2017,1.0,2.0,571.0,59.0,-37.71502,145.08844
ID683082263,6/91 Warrigal Rd,3,u,1050000.0,29/07/2017,2.0,2.0,0.0,49.0,-37.83358,145.09884
ID836303632,13 Smith Rd,3,h,2177000.0,22/08/2016,1.0,2.0,635.0,99.0,-37.8454,145.0707
ID711389570,19 Tovey St,4,h,770000.0,8/04/2017,3.0,3.0,697.0,49.0,-37.701,144.9993
ID562225801,4/95 Wilson St,2,u,760000.0,25/02/2017,1.0,2.0,0.0,19.0,-37.914,145.003
ID995858774,27 Gaudion Rd,6,h,1655000.0,29/07/2017,3.0,2.0,692.0,54.0,-37.7746,145.15141
ID665188505,5 Glenice St,3,h,740000.0,27/05/2017,1.0,3.0,580.0,57.0,-37.71536,145.10205
ID693259584,72 Sutherland St,3,h,740000.0,20/05/2017,1.0,4.0,605.0,59.0,-37.705999999999996,144.9467
ID589059620,40 Winfield Rd,3,h,1480000.0,7/11/2016,1.0,2.0,992.0,29.0,-37.7977,145.1037
ID381185630,168 Mary St,4,h,2368000.0,3/09/2017,1.0,3.0,390.0,69.0,-37.82483,145.00111
ID270640654,14 Park Rd,3,h,1135000.0,25/02/2017,1.0,2.0,414.0,49.0,-37.8365,145.11
ID548743875,32 Rose St,2,h,901000.0,27/06/2016,1.0,1.0,545.0,79.0,-37.7445,144.9471
ID294414848,6 Gresford St,4,h,735000.0,16/04/2016,2.0,5.0,635.0,44.0,-37.7693,144.8351
ID374730354,4/59 Wilson St,2,u,850000.0,3/06/2017,1.0,2.0,0.0,49.0,-37.96021,145.05938
ID417862600,332 Albion St,2,h,792000.0,12/11/2016,1.0,1.0,149.0,12.0,-37.7597,144.9528
ID992186288,34 Martins La,3,h,870000.0,27/05/2017,2.0,2.0,291.0,19.0,-37.73253,145.0873
ID176906463,14 Eglinton St,2,h,1013000.0,15/10/2016,1.0,0.0,237.0,109.0,-37.769,144.91899999999995
ID903345515,4 Erica Ct,3,h,1006000.0,12/08/2017,1.0,0.0,758.0,64.0,-37.75315,145.04062
ID955134153,10 Cronin Ct,4,h,1138000.0,22/07/2017,2.0,1.0,536.0,39.0,-37.96768,145.07966000000005
ID872987074,21 Runnymede St,3,h,1460000.0,29/07/2017,1.0,2.0,660.0,54.0,-37.77859,145.15755
ID869429024,11 Evelyn Ct,4,h,970000.0,19/08/2017,2.0,2.0,364.0,24.0,-37.96853,145.12948
ID244921464,1/76 Scotsburn Av,3,u,810000.0,16/09/2017,1.0,2.0,340.0,64.0,-37.92559,145.10804
ID559745014,53 Scott Gr,2,h,731000.0,11/03/2017,1.0,0.0,640.0,19.0,-37.717,145.0312
ID686806673,2B Creek Pde,4,h,2270000.0,10/12/2016,2.0,2.0,440.0,27.0,-37.7852,144.9975
ID212644638,6/119 Anderson Rd,2,u,445000.0,29/04/2017,1.0,1.0,196.0,59.0,-37.6956,144.9656
ID665523637,15 Wattlebird Ct,4,h,1750000.0,9/09/2017,2.0,4.0,514.0,19.0,-37.84248,145.10181
ID273430077,52 Lyndhurst St,3,t,1236000.0,3/09/2016,2.0,1.0,675.0,119.0,-37.8206,145.0003
ID950011416,1/15 Cross Rd,2,u,639000.0,22/07/2017,1.0,2.0,278.0,39.0,-38.04602,145.1191
ID139815063,22 Nimmo St,4,h,1160000.0,10/09/2016,3.0,2.0,256.0,4.0,-37.7527,144.8957
ID312790411,87 Nicholson Pde,3,t,450000.0,4/06/2016,3.0,1.0,344.0,15.0,-37.7967,144.8083
ID634061432,403/19 Pentridge Bvd,2,u,470000.0,18/06/2016,2.0,1.0,0.0,49.0,-37.7379,144.9683
ID995695683,128 Widford St,3,h,710000.0,19/11/2016,1.0,1.0,796.0,59.0,-37.6955,144.9253
ID631071633,14 Sutherland St,3,h,716000.0,27/11/2016,1.0,2.0,594.0,29.0,-37.709,144.9483
ID792114836,312 Glenferrie Rd,4,h,4700000.0,14/05/2016,3.0,2.0,879.0,24.0,-37.8527,145.0301
ID536301844,2/277 Warrigal Rd,2,t,700000.0,27/05/2017,1.0,1.0,148.0,69.0,-37.847429999999996,145.09656999999999
ID429249240,10 Merryn Cl,3,h,680000.0,17/06/2017,1.0,1.0,539.0,49.0,-37.68274,145.05832
ID562878109,48/48 Eucalyptus Dr,2,u,349000.0,16/04/2016,1.0,1.0,0.0,8.0,-37.7795,144.8729
ID688908438,2/11 Howson St,2,u,640000.0,20/05/2017,1.0,1.0,559.0,49.0,-37.7707,144.9488
ID629919702,7/7 Old Plenty Rd,3,u,386000.0,1/07/2017,1.0,1.0,216.0,10.0,-37.644909999999996,145.09233
ID410405478,192 Murray Rd,3,h,821000.0,27/11/2016,1.0,2.0,396.0,14.0,-37.7385,145.0103
ID943927968,2/29 Maddox Rd,3,t,735000.0,16/04/2016,2.0,2.0,0.0,12.0,-37.8436,144.8691
ID939123107,13 Caroline St,3,h,1060000.0,7/11/2016,1.0,0.0,193.0,119.0,-37.7899,144.9984
ID824918845,133 Lennon Bvd,4,h,715000.0,12/08/2017,2.0,2.0,630.0,13.0,-37.898070000000004,144.73925
ID174195364,1/21 Nola St,3,u,735000.0,26/07/2016,1.0,1.0,302.0,17.0,-37.7809,145.1061
ID822264769,2/175 Blyth St,2,h,580000.0,4/03/2017,1.0,1.0,0.0,44.0,-37.7668,144.9765
ID505355434,26 Mount St,3,h,1226000.0,18/06/2016,1.0,4.0,707.0,6.0,-37.7413,144.9885
ID703066472,24 North Rd,4,h,4225000.0,8/04/2017,2.0,2.0,920.0,29.0,-37.8981,144.9902
ID328459807,24 Stymie St,5,h,1000000.0,11/02/2017,2.0,2.0,544.0,19.0,-37.7147,145.0296
ID273724111,16 Gavin St,3,h,537000.0,18/03/2017,1.0,2.0,600.0,44.0,-37.6876,144.9095
ID293362894,5/282 Barkly St,2,u,525500.0,18/03/2017,1.0,1.0,0.0,49.0,-37.8749,144.9799
ID765268675,2 McArthur St,4,h,1617000.0,24/09/2016,1.0,0.0,337.0,94.0,-37.8575,145.0392
ID992429819,167 Alexandra Pde,2,h,846000.0,8/04/2017,1.0,0.0,160.0,139.0,-37.7933,144.9824
